yearmakemodel,price,milerange,location,hotcar,pricediff,timeonmkt,pricechange,trim,transmission,engine,drivetrain,VIN,fueltype,exteriorcol,interiorcol,condition,odometer,mpg,bodytype,heatedseats,leather,sunmoomroof,powerseat,premiumwheels
2020 Mitsubishi Mirage ES,$15129,2 Miles,Bronx NY,?,5%,52,-$250,ES,?,1.2L 3-Cylinder DOHC MIVEC,FWD,ML32A3HJ9LH006442,?,Mystic Black Metallic,?,New,2,?,Hatchback,False,False,False,False,False
2017 Toyota Camry LE,$13995,42k Miles,Derby CT,Hot Car,11%,315,-$893,LE,Automatic,2.5L I4 SMPI DOHC,FWD,4T1BF1FK5HU656832,?,?,?,Used,42427,?,Sedan,False,False,False,True,False
2020 Chevrolet Trax LS,Accepting Offers,15 Miles,Clifton NJ,?,0%,220,+$3000,LS,Automatic,ECOTEC 1.4L I4 SMPI DOHC Turbocharged VVT,AWD,KL7CJNSB4LB055787,?,Summit White,Black,New,15,?,Suv,False,False,False,False,False
2019 Dodge Grand Caravan GT,$18097,36k Miles,Providence RI,?,0%,24,-$200,GT,Automatic,V6 Cylinder Engine,FWD,2C4RDGEG0KR712219,Flex fuel,Billet Clearcoat,Black,Used,35675,17 city / 25 hwy,Van,False,True,False,False,False
2020 Chevrolet Traverse Premier,$48940,Mileage Unknown,Little Falls NJ,?,6%,18,$0,Premier,Automatic,3.6L V6 SIDI VVT,4WD,1GNEVKKW7LJ284429,?,Mosaic Black Metallic,Jet Black,New,?,?,Suv,True,True,True,True,False
2019 GMC Terrain SLT,$19975,39k Miles,Smithtown NY,Hot Car,3%,33,-$900,SLT,Automatic,4 Cylinder,FWD,3GKALPEV1KL188756,Gasoline,Quicksilver Metallic,Jet Black,Used,39266,26 city / 30 hwy,Suv,False,True,False,False,False
2018 Kia Soul +,$14995,23k Miles,Woodbridge NJ,?,1%,31,$0,+,Automatic,4 Cylinder,FWD,KNDJP3A54J7601867,?,Gray,Black,Used,23169,?,Wagon,False,False,False,False,False
2019 Chevrolet Cruze LT,$12995,24k Miles,Great Neck NY,Hot Car,11%,26,$0,LT,Automatic,?,FWD,1G1BE5SM2K7144353,?,Silver Ice Metallic,?,Used,23532,?,Sedan,False,False,False,False,True
2019 Nissan Rogue SV,$17597,30k Miles,Newark NJ,?,1%,47,-$300,SV,Automatic,4 Cylinder Engine,FWD,KNMAT2MT2KP525342,Gasoline,Gun Metallic,?,Used,29770,26 city / 33 hwy,Wagon,False,False,False,False,False
2016 Dodge Challenger 2dr Cpe SRT Hellcat,$46559,29k Miles,Syosset NY,Hot Car,79%,25,-$3326,2dr Cpe SRT Hellcat,Automatic,?,RWD,2C3CDZC98GH335856,?,Pitch Black Clearcoat,Black/Ruby Red,Used,28579,?,Coupe,True,True,False,True,False
2018 Subaru Outback 2.5i,$24404,22k Miles,Ramsey NJ,?,9%,32,-$246,2.5i,Automatic,2.5L 4-Cylinder DOHC 16V,AWD,4S4BSAFC4J3215158,?,Tungsten Metallic,Warm Ivory,Used,22155,?,Wagon,True,True,False,True,True
2020 Mitsubishi Outlander ES,$26065,3 Miles,Bronx NY,Hot Car,9%,234,-$1250,ES,Automatic,I4,AWD,JA4AZ3A37LZ014993,?,Pearl White,?,New,3,?,Suv,True,False,False,False,True
2019 Nissan Frontier SV,$24997,24k Miles,New York NY,?,15%,91,+$3300,SV,Automatic,V6 Cylinder Engine,4WD,1N6AD0EV9KN739061,Gasoline,Magnetic Black Pearl,?,Used,23730,15 city / 21 hwy,Pickup,False,False,False,False,False
2019 Toyota RAV4 XLE,$24884,32k Miles,Massapequa NY,Hot Car,9%,24,-$1391,XLE,Automatic,4 Cylinder,FWD,2T3W1RFV7KW013843,Gasoline,Super White,Black,Used,31587,26 city / 35 hwy,Suv,False,False,True,False,False
2017 Acura MDX 3.5L,$24505,40k Miles,Oakhurst NJ,Hot Car,21%,50,$0,3.5L,Automatic,3.5L V6,AWD,5FRYD3H38HB009497,?,Crystal Black Pearl,Black,Used,39535,?,Suv,True,True,True,False,False
2016 Ford Escape SE,$14740,28k Miles,Derby CT,?,15%,205,-$210,SE,Automatic,EcoBoost 1.6L I4 GTDi DOHC Turbocharged VCT,AWD,1FMCU9GX2GUB65491,?,Blue,?,Used,27561,?,Suv,False,False,False,True,True
2017 Acura TLX 2.4L,$18995,33k Miles,Bronx NY,Hot Car,11%,31,+$1000,2.4L,Automatic,2.4L DOHC 16V,FWD,19UUB1F37HA000894,?,Crystal Black Pearl,Ebony,Used,32538,?,Sedan,True,True,True,True,False
2020 Jeep Grand Cherokee Limited,$42747,0 Miles,Princeton NJ,?,5%,242,+$6687,Limited,Automatic,Regular Unleaded V-6 3.6 L/220,4WD,1C4RJFBG8LC231619,?,Bright White Clearcoat,Lt Frost Beige/Black,New,0,?,Suv,True,True,True,True,False
2017 Jeep Grand Cherokee Limited,$30995,37k Miles,Long Island City NY,Hot Car,14%,27,$0,Limited,Automatic,3.6L V6 24V VVT,4WD,1C4RJFBGXHC851654,?,Bright White Clearcoat,Black,Used,37369,?,Suv,True,True,True,True,True
2012 Honda Accord EX-L,$12995,105k Miles,Long Island City NY,?,21%,51,$0,EX-L,Automatic,3.5L V6 SOHC i-VTEC 24V,FWD,1HGCP3F84CA016371,?,Gray,Gray,Used,105419,?,Sedan,True,True,True,True,True
2018 Hyundai Elantra SEL,$15959,8k Miles,Avenel NJ,?,10%,39,$0,SEL,Automatic,2.0L 4-Cylinder DOHC 16V,FWD,5NPD84LF8JH292888,?,Scarlet Red,Gray,Certified pre-owned,7952,?,Sedan,False,False,False,False,True
2020 Chevrolet Trax LT,$24226,0 Miles,Huntington NY,?,17%,15,+$1000,LT,Automatic,4 Cylinder Engine,AWD,3GNCJPSB3LL310109,?,Summit White,Jet Black,New,0,?,Suv,False,False,False,False,True
2016 Chrysler 200 Limited,$13995,23k Miles,Long Island City NY,Hot Car,1%,152,$0,Limited,Automatic,2.4L 4-Cylinder SMPI SOHC,FWD,1C3CCCAB3GN145797,?,Black Clearcoat,Black,Used,23207,?,Sedan,False,False,False,False,False
2015 Porsche Cayenne S,$39995,44k Miles,Woodbridge NJ,?,6%,23,$0,S,Automatic,6 Cylinder,AWD,WP1AB2A29FLA58723,?,Moonlight Blue Metallic,Saddle Brown/Luxor Beige,Used,44096,?,Suv,False,True,True,False,False
2014 Nissan Rogue SV,$12980,64k Miles,Richmond Hill NY,?,10%,6,$0,SV,Automatic,2.5L I4 DOHC 16V,AWD,5N1AT2MK4EC810414,Gasoline,Brilliant Silver,Charcoal,Used,63827,25 city / 32 hwy,Wagon,False,False,False,True,True
2020 Chevrolet Equinox LT,$33985,Mileage Unknown,Little Falls NJ,?,32%,26,$0,LT,Automatic,1.5L DOHC,4WD,3GNAXUEV9LL312103,?,Mosaic Black Metallic,Jet Black,New,?,?,Suv,False,True,True,True,False
2020 Nissan NV200 SV,$24263,3 Miles,New Rochelle NY,?,0%,293,-$300,SV,Automatic,2.0L 4-Cylinder DOHC 16V,FWD,3N6CM0KNXLK692028,?,Super Black,Grey,New,3,?,Van,False,False,False,False,True
2017 Audi A4 2.0T Premium Plus,$26995,41k Miles,Long Island City NY,?,13%,42,$0,2.0T Premium Plus,Automatic,2.0L I4 TFSI DOHC,AWD,WAUENAF47HN012763,?,Monsoon Gray Metallic,Nougat Brown/Black,Used,40776,?,Sedan,True,True,True,True,False
2017 Infiniti Q50 3.0t Signature Edition,$22995,33k Miles,Bronx NY,?,1%,12,$0,3.0t Signature Edition,Automatic,3.0L V6 Turbocharged DOHC 24V ULEV II 300hp,AWD,JN1EV7AR8HM837390,?,Black Obsidian,Graphite,Used,32754,?,Sedan,False,True,True,True,False
2020 Subaru Crosstrek 2.0i Limited,$28800,Mileage Unknown,Ramsey NJ,?,5%,276,-$3204,2.0i Limited,Automatic,2.0L DOHC,AWD,JF2GTANCXLH208814,?,Crystal White Pearl,Gray,Used,?,?,Suv,True,True,True,True,True
2020 Chevrolet Equinox LT,$34570,Mileage Unknown,Little Falls NJ,?,34%,8,$0,LT,Automatic,1.5L DOHC,4WD,3GNAXUEV3LS725026,?,Midnight Blue Metallic,Jet Black,New,?,?,Suv,False,True,False,True,False
2017 Kia Sorento LX,$18559,24k Miles,Avenel NJ,?,3%,168,-$400,LX,Automatic,2.4L DOHC,AWD,5XYPGDA30HG215118,?,Sparklingsilver,Black,Certified pre-owned,23621,?,Suv,True,True,True,False,True
2017 Acura MDX SH-AWD,$25980,59k Miles,Richmond Hill NY,?,4%,24,-$1000,SH-AWD,Automatic,3.5L V6 SOHC i-VTEC 24V,AWD,5FRYD4H32HB021361,Gasoline,?,?,Used,58597,18 city / 26 hwy,Suv,True,True,True,True,True
2017 Honda Pilot EX-L,$26995,33k Miles,Little Ferry NJ,?,6%,20,-$4000,EX-L,Automatic,Gasoline,AWD,5FNYF6H59HB024007,?,White Diamond Pearl,Tan,Used,33413,?,Suv,False,True,True,False,False
2018 Dodge Durango GT Brass Monkey,$34500,37k Miles,Amityville NY,Hot Car,24%,70,+$2000,GT Brass Monkey,Automatic,3.6L,AWD,1C4RDJDG0JC266093,?,Granite Clearcoat,Black,Certified pre-owned,36990,?,Suv,True,True,True,True,False
2017 Audi Q3 Premium,$20995,20k Miles,Long Island City NY,Hot Car,20%,33,-$1903,Premium,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,AWD,WA1ECCFS2HR017701,?,BLACK,?,Used,20227,?,Suv,False,True,True,True,False
2019 Dodge Durango Citadel,$39995,28k Miles,Long Island City NY,?,18%,40,+$1107,Citadel,Automatic,3.6L V6 24V VVT,AWD,1C4RDJEG0KC743315,?,DB Black Clearcoat,Light Frost Beige/Black,Used,28350,?,Suv,True,True,True,True,False
2020 Jeep Grand Cherokee High Altitude,$57330,19 Miles,Paramus NJ,?,14%,116,$0,High Altitude,Automatic,Regular Unleaded V-8 5.7 L/345,4WD,1C4RJFCT1LC277255,?,Bright White Clearcoat,Black,New,19,?,Suv,True,True,True,True,False
2016 Volkswagen Jetta 1.8T SEL,$12995,40k Miles,Bronx NY,?,9%,6,$0,1.8T SEL,Automatic,1.8L I4 Turbocharged,FWD,3VWL17AJXGM363789,?,Cardinal Red Metallic,2-Tone Beige/Black,Used,40094,?,Sedan,True,True,True,False,True
2014 Honda Pilot 4WD 4dr Touring w/RES & Navi,$14900,112k Miles,Newark NJ,Hot Car,8%,33,-$588,4WD 4dr Touring w/RES & Navi,Automatic,3.5L V6 24-Valve SOHC i-VTEC,4WD,5FNYF4H95EB048176,?,Burgundy,Black,Used,112249,?,Suv,True,True,True,True,True
2019 Jaguar XE 25t,$24995,20k Miles,Somerville NJ,?,4%,12,$0,25t,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,SAJAS4FX9KCP52597,?,White,?,Used,20199,?,Sedan,False,True,True,True,False
2020 Ram Pickup 1500 Big Horn,$48373,0 Miles,Princeton NJ,?,15%,241,+$9469,Big Horn,Automatic,Intercooled Turbo Diesel V-6 3.0 L/182,4WD,1C6SRFFM4LN248357,?,Diamond Black Crystal Pearlcoat,Diesel Gray/Black,New,0,?,Pickup_truck,False,True,False,False,False
2017 Nissan JUKE SL,$18959,44k Miles,Avenel NJ,Hot Car,20%,69,+$2565,SL,Automatic,1.6L I4 DOHC 16V,FWD,JN8AF5MR8HT703739,?,Red,Black,Used,44000,?,Suv,True,True,True,False,True
2017 Toyota RAV4 XLE,$22995,22k Miles,Long Island City NY,Hot Car,5%,38,$0,XLE,Automatic,2.5L 4-Cylinder DOHC Dual VVT-i,AWD,JTMRFREV6HJ700951,?,Magnetic Gray Metallic,Ash,Used,22346,?,Suv,False,True,True,False,True
2020 Jeep Grand Cherokee Summit,$54259,0 Miles,Princeton NJ,?,0%,241,+$6763,Summit,Automatic,Regular Unleaded V-6 3.6 L/220,4WD,1C4RJFJG9LC251749,?,Bright White Clearcoat,Black,New,0,?,Suv,True,True,True,True,False
2017 Nissan Maxima 3.5 SL,$21759,27k Miles,Avenel NJ,?,5%,54,-$200,3.5 SL,Automatic,3.5L V6 DOHC 24V,FWD,1N4AA6AP2HC376859,?,Black,Charcoal,Used,27312,?,Sedan,True,True,True,True,True
2020 Chevrolet Equinox LT,$27730,0 Miles,Huntington NY,?,8%,70,+$5250,LT,Automatic,4 Cylinder Engine,4WD,2GNAXUEV4L6235807,?,Silver Ice Metallic,Jet Black,New,0,?,Suv,False,False,False,True,True
2019 Mercedes-Benz GLC GLC 300 4MATIC,$36998,14k Miles,Rockville Centre NY,?,5%,29,-$500,GLC 300 4MATIC,Automatic,4 Cylinder,AWD,WDC0G4KB6KV165021,Gasoline,Black,Unk,Used,13599,22 city / 27 hwy,Suv,False,False,False,False,False
2017 Acura TLX 9-Spd AT w/Technology Package,$18995,46k Miles,Bronx NY,Hot Car,1%,55,$0,9-Spd AT w/Technology Package,Automatic,3.5L V6 SOHC 24V,FWD,19UUB2F57HA001339,?,Blue,Tan,Used,46027,?,Sedan,True,True,True,True,True
2017 Honda Accord Sport Special Edition,$17980,46k Miles,Richmond Hill NY,?,0%,13,$0,Sport Special Edition,Automatic,2.4L I4 DOHC i-VTEC 16V,FWD,1HGCR2F1XHA209283,Gasoline,?,?,Used,45655,26 city / 34 hwy,Sedan,True,True,False,True,True
2018 Honda Clarity Plug-In Hybrid Base,$20995,20k Miles,Woodbridge NJ,?,16%,32,-$1500,Base,Automatic,4 Cylinder,FWD,JHMZC5F17JC021647,?,Gray,Black,Used,20081,?,Sedan,False,False,False,False,False
2014 Mercedes-Benz E-Class E 350,$26998,55k Miles,Nanuet NY,?,13%,19,$0,E 350,Automatic,3.5L 6-Cylinder DOHC,?,WDDHF8JB3EB072523,?,Lunar Blue Metallic,Black/Silk Beige,Used,54945,?,Sedan,False,True,True,True,False
2017 Chevrolet Silverado 1500 LT,$32995,32k Miles,Freeport NY,?,5%,14,$0,LT,Automatic,5.3L V8,4WD,1GCVKREC1HZ286391,?,Black,Jet Black W/cloth Seat Trim,Certified pre-owned,31629,?,Pickup_truck,False,False,False,False,False
2017 Nissan Rogue SL,$21995,47k Miles,Long Island City NY,?,15%,18,$0,SL,Automatic,2.5L I4 DOHC 16V,AWD,JN8AT2MVXHW257306,?,Pearl White,Charcoal,Used,46792,?,Suv,True,True,False,True,True
2020 Chevrolet Traverse LT,$38520,3 Miles,Little Falls NJ,?,5%,19,$0,LT,Automatic,3.6L V6 SIDI VVT,4WD,1GNEVGKW3LJ283176,?,Satin Steel Metallic,Jet Black,New,3,?,Suv,True,True,False,True,False
2019 Land Rover Range Rover Velar P250,$39995,30k Miles,Somerville NJ,Hot Car,4%,13,$0,P250,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,SALYA2EX2KA216794,?,Santorini Black Metallic,Ebony w/Light Oyster,Used,29587,?,Suv,False,True,True,True,False
2020 BMW X1 xDrive28i,$36998,5k Miles,Rockville Centre NY,?,3%,48,-$1000,xDrive28i,Automatic,4 Cylinder,AWD,WBXJG9C0XL3L83726,Gasoline,Glacier Silver Metallic,Black,Used,4529,?,Suv,False,True,False,False,False
2016 Ford Fusion Hybrid SE,$10998,64k Miles,Valley Stream NY,Hot Car,16%,16,-$100,SE,Automatic,I4 Hybrid,FWD,3FA6P0LU5GR335968,?,Ruby Red Metallic Tinted Clearcoat,Charcoal Black,Used,63706,?,Sedan,False,False,True,True,True
2020 Subaru Impreza Sport,$27285,12 Miles,Ramsey NJ,?,11%,26,$0,Sport,Automatic,2.0L DOHC,AWD,4S3GKAM64L3611875,?,White,?,New,12,?,Sedan,True,True,False,False,False
2017 Volkswagen Jetta 1.4T SE,$12995,34k Miles,Bronx NY,?,8%,17,$0,1.4T SE,Automatic,1.4L TSI,FWD,3VWDB7AJ6HM239666,?,Black,?,Used,33547,?,Sedan,True,True,True,False,False
2020 Jeep Wrangler Unlimited Sport S,$42620,0 Miles,Paramus NJ,?,7%,15,$0,Sport S,Automatic,Regular Unleaded V-6 3.6 L/220,4WD,1C4HJXDG1LW328996,?,Black Clearcoat,Black,New,0,?,Suv,True,True,False,False,False
2019 Audi Q5,$39888,8k Miles,Long Island City NY,?,1%,28,$0,?,Automatic,2.0L TFSI,AWD,WA1ANAFY7K2055961,?,Florett Silver Metallic,Rock Gray,Used,7730,?,Suv,True,True,True,True,True
2020 Chevrolet Traverse LT Leather,$41757,0 Miles,Huntington NY,?,6%,70,+$2000,LT Leather,Automatic,V6 Cylinder Engine,4WD,1GNEVHKW2LJ249817,?,Satin Steel Metallic,Jet Black,New,0,?,Suv,True,True,False,True,True
2019 Volkswagen Jetta 1.4T S,$15995,32k Miles,Woodbridge NJ,?,24%,11,$0,1.4T S,Automatic,1.4L Turbo I4 147hp 184ft,FWD,3VWC57BU9KM078264,?,White,Black,Used,31979,?,Sedan,False,False,False,False,False
2017 Kia Soul +,$14895,39k Miles,Woodbridge NJ,?,10%,31,$0,+,Automatic,4 Cylinder,FWD,KNDJP3A50H7462105,?,Black,Gray,Used,39173,?,Wagon,False,False,False,False,False
2018 Chrysler Pacifica Touring L,$29495,7k Miles,Princeton NJ,?,12%,18,$0,Touring L,Automatic,Regular Unleaded V-6 3.6 L/220,FWD,2C4RC1BG0JR280279,?,Bright White Clearcoat,Black/Alloy,Used,6588,?,Minivan,True,True,False,True,False
2016 BMW X5 xDrive35i,$26980,63k Miles,Richmond Hill NY,?,4%,13,$0,xDrive35i,Automatic,3.0L I6 DOHC 24V TwinPower Turbo,AWD,5UXKR0C55G0P25964,Gasoline,?,?,Used,63173,18 city / 24 hwy,Suv,True,True,True,True,False
2017 Honda CR-V EX AWD,$19250,33k Miles,Bronx NY,Hot Car,16%,58,-$3700,EX AWD,Automatic,?,AWD,2HKRW2H53HH606294,?,Basque Red Pearl II,Ivory,Used,32861,?,Suv,True,False,True,True,False
2017 Lexus ES 350 Base,$26995,22k Miles,Woodbridge NJ,Hot Car,9%,35,-$1000,Base,Automatic,6 Cylinder,FWD,58ABK1GG8HU052674,?,Obsidian,Black,Used,21954,?,Sedan,False,True,True,False,False
2020 Jeep Grand Cherokee Overland,$53330,19 Miles,Paramus NJ,?,11%,21,$0,Overland,Automatic,Regular Unleaded V-6 3.6 L/220,4WD,1C4RJFCG9LC409486,?,Granite Crystal Metallic Clearcoat,Black,New,19,?,Suv,True,True,True,True,False
2020 Chevrolet Equinox LS,$29780,2 Miles,Little Falls NJ,?,34%,13,$0,LS,Automatic,1.5L DOHC,4WD,2GNAXSEV1L6264007,?,Nightfall Gray Metallic,Medium Ash Gray,New,2,?,Suv,False,False,False,True,True
2016 Honda Civic w/Sunroof Backup Camera,$15499,47k Miles,Jersey City NJ,?,1%,18,-$401,w/Sunroof Backup Camera,Automatic,2.0L I4 DOHC 16V i-VTEC,FWD,2HGFC2F71GH526453,?,Modern Steel Metallic,Ex,Used,47065,?,Sedan,False,False,True,False,True
2017 Ram Pickup 1500 Tradesman,$28500,40k Miles,Nanuet NY,Hot Car,25%,53,+$1000,Tradesman,Automatic,V-8 cyl5.7L,4WD,3C6RR7KT4HG681422,?,Bright White Clearcoat,Diesel Gray/Black,Used,39595,?,Pickup_truck,False,False,False,False,False
2017 Mercedes-Benz E-Class E300 Sport 4MATIC Sedan,$28995,32k Miles,Bronx NY,Hot Car,13%,61,$0,E300 Sport 4MATIC Sedan,Automatic,2.0L L4 DOHC 16V,AWD,WDDZF4KB3HA061690,?,Gray,Black,Used,31679,?,Sedan,False,True,True,True,True
2019 Kia Optima LX,$14698,39k Miles,Rockville Centre NY,?,3%,48,-$300,LX,Automatic,4 Cylinder,FWD,5XXGT4L35KG291907,Gasoline,Silversparkling,Bla,Used,39477,24 city / 33 hwy,Sedan,False,False,False,False,False
2016 BMW 5 Series 4dr Sdn 528i xDrive AWD,$23688,35k Miles,Copiague NY,Hot Car,14%,89,$0,4dr Sdn 528i xDrive AWD,Automatic,2.0L I4,AWD,WBA5A7C5XGG147301,?,Blue,Black,Used,35488,?,Sedan,False,True,True,False,False
2020 Nissan Maxima 3.5 SV,$25992,21k Miles,New Rochelle NY,?,0%,67,-$3,3.5 SV,Automatic,3.5L V6 DOHC 24V,FWD,1N4AA6CV3LC361565,?,Super Black,Charcoal,Certified pre-owned,20891,?,Sedan,True,True,False,True,True
2018 Cadillac Escalade Luxury,$47000,28k Miles,Bronx NY,Hot Car,15%,14,$0,Luxury,Automatic,V8,4WD,1GYS4BKJ8JR400040,?,Black Raven,Jet black,Used,27977,?,Suv,True,True,True,True,True
2020 Chevrolet Equinox LT,$27693,0 Miles,Huntington NY,?,7%,70,+$5250,LT,Automatic,4 Cylinder Engine,4WD,2GNAXUEVXL6245273,?,Summit White,Jet Black,New,0,?,Suv,False,False,False,True,True
2020 Lincoln MKZ Reserve,$42942,9 Miles,Flemington NJ,?,3%,194,-$3468,Reserve,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/122,AWD,3LN6L5F99LR610600,?,Ceramic Pearl Metallic Tri-Coat,Cappuccino,New,9,?,Sedan,True,True,True,True,False
2018 Honda Accord EX-L 1.5T w/Navi,$19995,35k Miles,Bronx NY,Hot Car,6%,100,$0,EX-L 1.5T w/Navi,Automatic,2.0L L4 DOHC 16V TURBO,FWD,1HGCV1F67JA087375,?,Silver,Black,Used,35056,?,Sedan,True,False,False,True,False
2020 Chevrolet Express Cargo Work Van Cargo,$27495,15k Miles,Little Falls NJ,?,3%,21,$0,Work Van Cargo,Automatic,4.3L V6,RWD,1GCWGAFP2L1141117,?,Summit White,Medium pewter,Used,15450,?,Van,False,False,False,False,False
2020 Alfa Romeo Stelvio,$41895,10 Miles,Oakhurst NJ,?,9%,124,-$2788,?,Automatic,2.0L 4 cyls,AWD,ZASPAKAN6L7C84254,?,Alfa White,Black,New,10,?,Suv,False,True,False,False,False
2017 Mercedes-Benz GLS GLS 450,$41995,25k Miles,Woodbridge NJ,?,18%,45,-$2000,GLS 450,Automatic,6 Cylinder,AWD,4JGDF6EE0HA849943,?,Silver,Black,Used,25049,?,Suv,False,False,True,False,False
2020 Chevrolet Equinox LT,$34570,Mileage Unknown,Little Falls NJ,?,34%,7,$0,LT,Automatic,1.5L DOHC,4WD,3GNAXUEV8LS726480,?,Summit White,Jet Black,New,?,?,Suv,False,True,False,True,False
2020 Chevrolet Suburban Premier,$74250,77 Miles,Little Falls NJ,?,29%,278,+$2000,Premier,Automatic,EcoTec3 5.3L V8,4WD,1GNSKJKC1LR116170,?,Shadow Gray Metallic,Jet Black,New,77,?,Suv,True,True,True,True,True
2020 Ram Pickup 2500 TRADESMAN CREW CAB 4X4 6'4 BOX,$47590,0 Miles,Little Ferry NJ,?,14%,11,$0,TRADESMAN CREW CAB 4X4 6'4 BOX,Automatic,6.4L Heavy Duty V8 HEMI with MDS6.4L,4WD,3C6UR5CJ4LG188621,?,Diamond Black Crystal Pearlcoat,Black,New,0,?,Pickup_truck,False,False,False,False,False
2020 Ford Transit Cargo T-250 130" Med Rf 9070 GVWR RWD,$37916,5 Miles,Sayville NY,?,6%,138,-$2559,T-250 130" Med Rf 9070 GVWR RWD,Automatic,3.5L,RWD,1FTBR1C81LKA58388,?,Oxford White,Dark Palazzo Gray,New,5,?,Van,False,False,False,False,False
2020 Nissan Murano SL,$37892,2 Miles,Huntington Station NY,?,1%,20,$0,SL,Automatic,3.5L V6 DOHC 24V,AWD,5N1AZ2CS3LN153042,?,Pearl White Tricoat,Graphite,New,2,?,Suv,True,True,True,True,False
2017 Honda Accord Sport,$17995,29k Miles,Bronx NY,?,5%,31,$0,Sport,Automatic,2.4L I4 DOHC i-VTEC 16V,FWD,1HGCR2F50HA303546,?,Crystal Black Pearl,Black,Used,29077,?,Sedan,False,True,False,True,False
2020 Mazda CX-5 Touring,$30239,0 Miles,Wayne NJ,?,6%,6,$0,Touring,Automatic,Regular Unleaded I-4 2.5 L/152,AWD,JM3KFBCM4L0841154,?,Machine Gray Metallic,Black,New,0,?,Suv,True,True,True,True,True
2019 Chevrolet Malibu LT,$16098,21k Miles,Rockville Centre NY,?,4%,70,-$700,LT,Automatic,4 Cylinder,FWD,1G1ZD5ST2KF154797,Gasoline,Whitesummit,Bla,Used,21169,29 city / 36 hwy,Sedan,False,False,False,False,False
2016 Audi A6 4dr Sedan quattro 2.0T Premium Plus,$19939,62k Miles,Marietta GA,?,6%,323,-$3060,4dr Sedan quattro 2.0T Premium Plus,Automatic,2.0L 4 Cylinder - Gasoline,AWD,WAUGFAFCXGN092250,?,Moonlight Blue Metallic,Flint Gray,Used,61753,?,Sedan,True,True,True,True,False
2020 Mercedes-Benz GLA GLA 250,$29900,25k Miles,Somerville NJ,?,14%,21,$0,GLA 250,Automatic,Intercooled Turbo Premium Unleaded I-4 2.0 L/121,FWD,WDCTG4EBXLU024744,?,White,Tan,Used,25043,?,Suv,False,True,False,True,False
2017 Nissan Rogue S,$18995,34k Miles,Long Island City NY,?,17%,131,$0,S,Automatic,2.5L I4 DOHC 16V,AWD,5N1AT2MV5HC780810,?,Palatial Ruby,Charcoal,Used,33818,?,Suv,False,False,False,False,False
2020 Nissan Rogue SL,$34994,1k Miles,New Rochelle NY,?,20%,38,-$1,SL,Automatic,2.5L I4 DOHC 16V,AWD,5N1AT2MV8LC779515,?,Gun Metallic,Charcoal,Certified pre-owned,1088,?,Suv,True,True,True,True,True
2020 Chevrolet Equinox LT,$26143,0 Miles,Huntington NY,?,1%,19,+$750,LT,Automatic,4 Cylinder Engine,FWD,3GNAXKEV9LL312302,?,Pacific Blue Metallic,Jet Black,New,0,?,Suv,False,False,False,True,True
2020 Jeep Gladiator Overland,$52550,18 Miles,Paramus NJ,?,8%,104,$0,Overland,Automatic,Regular Unleaded V-6 3.6 L/220,4WD,1C6HJTFG4LL189008,?,Black Clearcoat,Black,New,18,?,Pickup_truck,True,True,False,False,False
2018 Audi Q5 2.0T Premium Plus,$29995,49k Miles,Bronx NY,?,12%,43,$0,2.0T Premium Plus,Automatic,2.0L TFSI,AWD,WA1BNAFY6J2006088,?,Utopia Blue Metallic,Atlas Beige,Used,49383,?,Suv,True,True,True,True,False
2020 BMW X1 xDrive28i,$35698,7k Miles,Rockville Centre NY,?,6%,9,-$800,xDrive28i,Automatic,4 Cylinder,AWD,WBXJG9C00L5P74288,Gasoline,Silverglacier,Bla,Used,6629,?,Suv,False,False,False,False,False
2017 Nissan Sentra S,$14859,15k Miles,Avenel NJ,?,9%,59,-$100,S,Automatic,1.8L 4-Cylinder DOHC 16V,FWD,3N1AB7AP3HY296848,?,Blue,Marble Gray,Used,15176,?,Sedan,False,False,False,False,False
2016 Hyundai Sonata 2.4L Sport,$11000,88k Miles,Butler NJ,Hot Car,6%,8,$0,2.4L Sport,Automatic,Regular Unleaded I-4 2.4 L/144,FWD,5NPE34AF1GH365565,?,Symphony Silver,Gray,Used,87721,?,Sedan,True,True,True,True,False
2017 Dodge Durango R/T AWD,$33900,43k Miles,Amityville NY,?,25%,308,-$1000,R/T AWD,Automatic,5.7L,AWD,1C4SDJCT7HC606785,?,White Knuckle Clearcoat,Black,Certified pre-owned,43428,?,Suv,True,True,True,True,False
2019 Chevrolet Impala LT,$17575,25k Miles,Smithtown NY,?,1%,77,+$600,LT,Automatic,4 Cylinder,FWD,1G11Z5SA2KU141539,Gasoline,Silver Ice Metallic,Jet Black,Used,25387,22 city / 29 hwy,Sedan,False,True,False,False,False
2017 Infiniti Q50 3.0t Signature Edition,$25995,43k Miles,Long Island City NY,?,22%,19,$0,3.0t Signature Edition,Automatic,3.0L V6 Turbocharged DOHC 24V ULEV II 300hp,AWD,JN1EV7AR8HM839883,?,Black Obsidian,Graphite,Used,43214,?,Sedan,False,True,True,True,False
